0,5,10,15,20,25,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,179
0.1,0.4,3.0,11.8,29.5,45.4,58.3,74.2,82.7,90.3,94.4,96.8,98.0,98.6,99.0,99.2,99.4,99.6,99.7,99.8,100.0,100.0
0.1,0.5,1.5,9.3,24.0,41.4,53.7,70.9,82.6,90.0,93.8,96.3,97.7,98.5,99.0,99.5,99.7,99.9,100.0,100.0,100.0,100.0
0.1,0.4,2.7,12.0,26.9,44.4,58.3,75.6,87.1,92.2,95.8,97.3,98.5,99.0,99.3,99.7,99.9,100.0,100.0,100.0,100.0,100.0
0.1,0.7,2.9,15.3,31.4,48.0,60.3,76.7,85.7,91.2,95.2,97.0,98.8,99.4,99.6,99.8,99.9,99.9,99.9,99.9,99.9,99.9
0.1,0.3,2.0,8.1,24.6,40.2,54.8,72.5,83.1,90.4,94.6,96.7,97.7,98.5,98.9,99.3,99.4,99.7,99.8,99.9,100.0,100.0
0.1,0.4,1.9,9.1,24.0,41.4,55.3,72.8,84.3,90.5,95.0,97.2,98.3,98.8,99.3,99.5,99.8,99.9,99.9,99.9,99.9,100.0
0.1,0.5,2.3,13.4,30.6,46.6,58.4,76.0,85.9,91.3,94.4,96.3,97.4,98.6,99.1,99.6,99.8,99.8,99.9,99.9,99.9,99.9
0.1,0.5,3.0,13.8,33.0,48.3,60.0,75.8,87.3,93.3,96.2,97.0,98.0,98.5,99.1,99.3,99.6,99.6,99.8,99.8,99.9,100.0
0.1,0.2,0.8,3.9,16.2,35.2,48.1,67.7,78.7,86.7,91.7,95.2,97.2,97.9,98.5,99.4,99.8,99.9,99.9,100.0,100.0,100.0
0.1,1.0,5.6,21.2,38.0,52.1,62.0,78.0,86.7,91.5,95.9,97.6,98.9,99.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.1,0.3,1.8,9.6,25.1,41.4,54.4,72.2,83.8,90.4,95.1,97.3,98.2,99.2,99.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0
0.1,0.5,2.8,11.0,28.6,44.1,56.6,72.0,83.4,90.8,94.1,96.8,98.5,99.0,99.4,99.4,99.7,99.8,99.9,100.0,100.0,100.0
0.1,0.5,2.6,8.5,22.6,39.6,53.1,71.0,83.2,91.0,94.9,96.9,98.0,98.7,98.8,99.0,99.5,99.8,99.8,99.9,100.0,100.0
0.1,0.2,2.7,11.1,28.7,44.0,56.1,73.8,83.9,90.6,94.3,97.4,98.4,99.0,99.5,99.8,100.0,100.0,100.0,100.0,100.0,100.0
0.1,0.5,2.3,11.0,27.7,44.1,56.8,74.4,84.7,90.7,95.4,97.6,98.8,99.1,99.4,99.6,99.7,99.8,99.9,99.9,99.9,100.0
0.1,0.4,2.8,12.6,28.5,46.0,58.1,75.1,83.9,91.2,94.2,97.0,98.6,99.4,99.6,99.7,99.7,99.8,100.0,100.0,100.0,100.0
0.1,0.6,2.9,14.0,30.2,47.6,59.8,74.6,85.9,91.6,94.7,96.8,97.8,98.5,99.0,99.2,99.6,99.8,99.8,99.9,100.0,100.0
0.1,0.4,2.3,12.4,29.6,44.7,57.1,74.5,84.8,90.6,94.7,97.2,98.0,98.9,99.1,99.3,99.6,99.8,99.8,99.9,99.9,99.9
0.1,0.5,4.0,15.5,34.4,50.2,61.6,77.6,87.6,92.3,96.2,98.1,98.7,99.5,99.6,99.8,99.9,99.9,100.0,100.0,100.0,100.0
0.1,0.6,3.4,13.5,29.7,46.2,58.0,74.4,85.3,91.3,95.4,97.3,98.2,98.7,99.2,99.4,99.6,99.7,99.7,99.8,99.8,99.9
0.1,0.2,1.9,7.4,22.3,39.5,53.8,72.2,83.8,89.4,94.1,96.6,98.3,99.0,99.1,99.4,99.7,99.7,99.9,100.0,100.0,100.0
0.1,0.5,3.0,11.3,27.7,42.8,55.3,71.4,82.7,91.1,95.1,96.8,97.9,98.9,99.3,99.5,99.9,100.0,100.0,100.0,100.0,100.0
0.1,0.3,1.9,9.3,26.6,42.1,54.9,71.8,83.0,89.9,92.9,95.6,97.3,98.4,98.8,99.5,99.6,99.9,100.0,100.0,100.0,100.0
0.1,0.6,3.6,15.2,33.0,46.3,58.8,73.7,84.9,90.3,93.6,95.5,97.7,98.4,99.0,99.2,99.6,99.8,99.9,100.0,100.0,100.0
0.1,0.3,1.0,5.3,17.3,34.6,48.6,70.8,82.5,89.8,94.4,97.3,98.4,98.8,99.3,99.4,99.5,99.7,99.8,100.0,100.0,100.0
0.1,0.3,2.3,11.8,30.8,47.4,60.0,76.0,86.9,91.9,95.1,97.1,98.1,98.8,99.3,99.7,99.9,100.0,100.0,100.0,100.0,100.0
0.1,0.1,0.4,2.1,9.6,26.0,42.3,67.3,81.4,88.9,93.6,95.9,97.3,98.3,99.0,99.2,99.6,99.7,99.8,99.9,99.9,99.9
0.1,0.2,2.7,13.4,31.9,48.1,58.4,74.5,85.8,90.8,94.5,96.8,98.7,99.1,99.8,99.9,99.9,99.9,99.9,99.9,100.0,100.0
0.1,0.5,2.8,12.3,31.6,47.2,58.7,76.4,85.9,91.9,95.1,97.6,98.4,98.9,99.5,99.6,99.7,99.9,99.9,99.9,100.0,100.0
0.1,0.6,3.2,13.4,32.0,48.1,58.1,75.6,85.0,90.5,93.8,96.4,98.1,98.6,98.9,99.6,99.7,99.9,100.0,100.0,100.0,100.0
